boyfriend_salary_inr,days_since_last_fight,mood_score,num_discounts,festival_season,bf_no_count_24h,insta_scroll_minutes,shopping_duration_hours,friends_count,last_item_promises,credit_limit_remaining,bf_stress_level,temperature_c,trending_brand_score,mall_crowd_index,shopping_bill_inr
159312.0887400734,2,2.688945114379946,1,0,13,225.32957648830828,2.5049779746352447,2,3,21412.731939550536,40.369406080677614,15.903262505786161,0.7380723850357229,24.355004556722083,61777.94568994456
98998.11915536942,29,6.095385840156124,18,1,1,227.42934554609485,3.450403167462668,5,5,120018.752502987,39.17889310751064,18.031475635257113,9.714647787187005,11.976095972812784,54899.82203278469
174547.62558404883,16,3.431577679631066,3,0,11,128.64164616262232,2.9231197803080393,5,7,9878.642986296578,86.8009158040464,20.38974476666586,7.160338145611461,56.53673142328848,66763.79887428142
145526.2452306855,30,6.564037147125029,19,0,4,60.20757228352902,3.4946612472062175,4,4,129414.44656254112,57.76151862282551,20.312341859419618,8.297169418825124,84.3842311655321,67705.41688730552
36951.92261977692,12,5.916265413624162,8,1,4,177.4375470186818,5.12374461055665,4,10,127307.18205433803,75.99459544103448,38.249065050825934,4.899472751941431,20.240171002373508,32870.7250383699
195612.02329461605,25,9.977665226215088,3,1,2,158.77773706409624,3.847510785988989,3,2,146506.68352323814,39.06655688815116,26.94017937361396,9.436193808939793,82.3163325041839,88511.64008674893
157005.14635826353,10,3.1095599007540886,0,1,10,210.0778509167117,1.1925020248922251,1,5,61283.03702453055,25.16164963156342,14.62066348068222,8.457083258200774,53.29117698205958,66645.09096406722
161491.5749498517,13,3.498073736878471,18,1,15,204.50138804664365,2.0243561599455484,3,9,85058.60308168657,71.6184639273612,29.510608222120673,3.4182347942399796,19.13447484876638,72961.28382345915
43060.45388159825,10,1.987675510460507,15,0,1,66.80473385950772,3.3232675291300375,5,7,6563.750630137525,46.706749207310374,34.831269821657685,2.4841159287956405,23.212369977838186,21764.005614469603
101069.46882120208,16,4.639081721435215,8,1,16,140.15953107710786,3.4802282981309984,4,1,99160.87681895605,62.64610288450311,16.810606029478127,0.4206643368762397,34.47320331653627,48968.11017006814
86743.64436186462,6,8.37360211840828,19,0,20,105.31657453273665,4.532845672839407,1,2,139501.4154734045,65.68366390326055,10.480600609145885,8.71354042950098,52.992490768656175,47280.24800253005
186817.69799274832,15,2.10998035627001,17,0,20,223.024038873505,3.321105894225842,1,9,26239.99259224456,5.0354364959972475,30.89240686410967,2.254769659750897,72.99286118699942,75142.2232862617
135895.7216145196,26,9.614098277203464,3,1,14,98.1373290511364,3.295568796121505,5,10,71597.37133521873,57.625436142682595,14.164417002127625,2.9421488338616895,15.695882350836388,59787.49817613859
168097.0903887494,4,0.1315728279463102,10,1,16,15.220504594179456,0.40300143357011886,0,1,49017.49393945,83.37747931115693,12.46650738746829,3.0998100904639014,29.529077905104394,67456.16683966214
99814.5557889196,24,8.051487301469052,13,0,1,117.54629903480618,2.3686625791806937,1,7,13055.564057454954,60.300372834570226,27.741021297545014,8.88602205463242,66.73028790421819,43070.638423813056
60902.96992125984,26,6.916257417973615,14,0,16,55.288730755669505,0.6657400882071478,1,8,5746.171589360146,47.84272910536633,17.88407627291131,7.6904724516161584,59.556240559947206,26918.0896709348
119825.26166285026,1,9.05253473998943,10,0,12,2.565244757429168,2.467138082419326,3,0,22048.14429174433,82.69678238934746,43.36892238930341,7.53626398844343,26.240472179671613,49986.975998170514
31487.10609875156,20,5.218125114796617,5,0,9,218.8968131847932,1.6951872179282674,2,1,58521.773343614754,51.755516500646834,32.38675365315936,1.9048989560842622,60.18195924693396,20021.330017884295
168973.61095866477,15,6.809643664063887,4,1,17,161.44718503939833,4.110730174957064,4,6,102221.96553395095,34.006899978984265,29.091524815798262,2.977555323044263,32.683859528811844,73309.9817212373
133699.59184197168,19,0.49424062033852745,4,0,3,28.117657425689355,0.6323283823769963,0,1,69597.08339439126,15.948763648466247,27.9230707180946,5.970817761569628,33.36974226962119,52289.21133204534
156455.7932153673,9,3.9435519477869563,10,1,14,91.07785427355107,3.59747231379965,4,7,21496.522344820478,31.134978554407844,24.779575704756972,2.4198407001810587,35.52215029957372,62757.335809774966
83814.6742633763,6,7.706995567230701,11,1,8,66.87901352210078,5.419442940943675,5,10,109167.00245749706,33.5276010382366,32.491062716045974,8.693303577213346,16.83770344962848,47772.24553014377
194725.64439108258,8,1.0898168635308025,19,1,17,195.90979170190587,2.2158229389397914,4,4,146526.2903392931,39.78023029571164,23.089366524399182,0.04834573676330556,98.24923396055974,89899.09707661856
