driving_hours_per_day,rest_time_hours,past_accidents,speed_variance,weather_exposure_score,vehicle_condition_score,night_driving_ratio,route_difficulty,training_hours,fatigue_score,accident_risk
2.763082893739572,7.3669772404677385,2,10.27090021035158,3.755623995141274,9.278428474098947,0.7523867090553392,7.719204365919396,106.75498795493392,7.692764807948443,0
9.799187922401146,9.053272959919441,3,37.14057639585547,5.7721229484649434,8.964564590745313,0.6941255422938571,8.10225148769198,78.37579366506048,1.4284939400439112,1
6.384092314408935,4.675951649839726,1,29.535183471893735,8.062739665997428,9.494487957002184,0.7997914579470125,6.833505310407887,158.18964344856627,8.43230805202526,1
9.234651778309413,4.957026335318322,0,18.78824526016424,2.368312319541813,2.2482950175064156,0.7529215963042991,5.908672236903401,58.33007740072962,2.9355999565443924,1
11.779895119966026,8.97172850844105,4,24.472746871286137,0.23306264757019468,6.2499160639202564,0.4558578041493816,5.2589771912700884,100.65825162419608,1.2831600195046489,0
7.384958704104337,4.337054009335013,0,14.797992933257024,6.083177090964156,9.012352495734476,0.512872414807107,3.4550461330484215,13.739863641411421,2.6071597456718534,0
7.011204636599379,7.406755267287747,0,34.876181935399785,2.2197285549913937,6.274328254907945,0.6009690383311851,6.14189078210431,119.86316365086904,3.6448905280116186,0
2.7205113335976154,5.599650166506928,5,31.01146292016237,5.461060938615922,9.089777985997577,0.7228815955619434,2.1141727708440423,175.61846830662483,5.264777254248897,1
4.684389801018712,5.9008673311375395,1,7.9238421170739075,3.28378558021142,4.696553590236595,0.7301990711130271,7.317014456203737,84.08075659577494,4.529051052808252,0
6.9988250082556,9.236437921063764,2,31.812430565244174,9.789759966379764,2.844376818816835,0.5918491427497199,1.753696172523397,196.9940290922311,9.797657298471107,1
8.792299961209405,9.259277254894066,0,28.969615424095924,5.491379221703179,1.5647202310427124,0.9455772236609962,4.955052037038433,120.26015708227358,4.952468461260272,1
10.037390361043755,4.058952834006086,4,12.033419960627773,3.7536004975150714,7.417548333551614,0.20143092672164897,3.8442439224182055,141.07940722483042,1.8929273961223603,1
5.809411331485384,4.008392946483052,0,38.610326694773256,7.4147646978567305,3.2375685026630423,0.1945400181557625,3.5788613805212153,190.9615903354863,7.677197774930398,1
2.659363469059051,5.332060638280574,5,38.4408081314598,8.564694569062532,9.494167003632338,0.8839210258609732,1.5408134361555907,171.13117006256863,4.168896276130126,1
4.8814559930799355,7.487221059972207,5,19.208344078514507,4.713794842483746,7.4886169739529755,0.7467185614897899,4.6081015263629945,85.80929102179905,4.7327989444657454,0
11.095935277196137,9.007100288537206,1,15.577513241314348,5.92146390278233,9.458777855146147,0.2628675740030372,5.309649964386154,184.18644533177482,6.5595526571310785,0
4.133853535799155,5.095293497194685,5,7.305490064273093,9.013545936302345,4.34427750242625,0.7671423684219699,4.2088682245633695,129.45026919293758,6.1749711746131295,1
6.521239618176831,4.774731301443649,4,14.420370786019511,3.2524393478285187,3.8508956224421484,0.9861109355357882,3.2456704515171464,92.08966492886555,8.83136385138585,1
11.312060196890217,9.195891285266919,3,23.078439107379054,2.1401750623552007,6.253026380323853,0.24893641323131988,5.753225559679955,158.5572779625788,6.642610382590454,1
2.24899227550348,9.060892614170237,1,21.758979285117274,0.4298009459128327,5.503255081707293,0.03771860415232353,8.70931345121766,187.65988253170227,3.497398862251626,0
8.005489174641225,7.5824759415648995,5,21.748889570647915,1.9911648480614352,9.920797414131771,0.599835577019127,1.6046855147697034,93.8721335001496,0.9479802423995531,0
11.501295004136455,4.125912635476228,0,36.18631760813112,7.013376813437481,3.056965551177304,0.4415835279117536,2.7551013956366974,15.88563370126348,1.8046283556860832,1
4.303028790209648,5.29855170022315,1,18.88021964999242,9.342048894218081,4.415652927552446,0.27521864354170134,6.1261989178617275,51.436037997208615,2.9505740900592237,0
7.484899192360304,4.819447965106617,1,5.872947895315552,9.918769822861918,5.7555065887618655,0.6388635459449825,3.9013940098566806,139.11343019755284,6.784843950247657,1
11.091283748867312,8.949822309963135,0,14.069786796526799,0.1681528842813551,5.005538316991788,0.5625506616039075,2.846790277073861,149.7924672038676,5.451641853276254,0
3.3316944575925014,7.265324324326842,0,27.122845182571748,0.885344490172747,5.118197003688568,0.6097910251543649,2.9131497243838576,144.06136561748022,9.721623828395026,1
7.234125806737659,5.688646800084419,5,28.92902858637971,0.7603244826207922,8.820473596224051,0.5372286429994303,3.213604992091019,84.75704668334043,2.345971825498739,1
9.504098591020348,4.9549824383571535,1,31.573460085553062,8.573628527916817,1.0959202531153047,0.4057842927715589,8.845265699087077,13.123441421238446,9.39955405123768,1
8.690132408839137,7.973066750640191,1,26.634664123422173,0.3065567144647863,9.153134647618971,0.33832056687502654,6.554626184914397,175.63872452474135,8.169126025648284,1
6.6775285974498075,5.6832894578536095,4,8.23815512852934,0.9889166662422133,2.5090988240655254,0.1237865883272713,7.914875810183466,149.596999077941,6.468313124927421,1
4.048490902977951,9.510967548439215,3,38.70900941497212,0.13378552122314757,8.164484833504757,0.4882575321261201,8.529486212454518,181.5550416180786,2.4986154409212222,0
6.907658890910705,4.98848235209269,2,30.42360296054668,6.208448189796684,6.957353535695062,0.357055848676603,1.9742803318786013,59.00445684278244,1.7013093565639559,0
